Name,ShortName,LevelType,CityCode,ZipCode,MergerName,lng,Lat,Pinyin
中国,中国,0,,,中国,116.3683244,39.915085,China
北京,北京,1,,,中国-北京,116.405285,39.904989,Beijing
北京市,北京,2,10,100000,中国-北京-北京市,116.405285,39.904989,Beijing
东城区,东城,3,10,100010,中国-北京-北京市-东城区,116.41005,39.93157,Dongcheng
西城区,西城,3,10,100032,中国-北京-北京市-西城区,116.36003,39.9305,Xicheng
朝阳区,朝阳,3,10,100020,中国-北京-北京市-朝阳区,116.48548,39.9484,Chaoyang
丰台区,丰台,3,10,100071,中国-北京-北京市-丰台区,116.28625,39.8585,Fengtai
石景山区,石景山,3,10,100043,中国-北京-北京市-石景山区,116.2229,39.90564,Shijingshan
海淀区,海淀,3,10,100089,中国-北京-北京市-海淀区,116.29812,39.95931,Haidian
门头沟区,门头沟,3,10,102300,中国-北京-北京市-门头沟区,116.10137,39.94043,Mentougou
房山区,房山,3,10,102488,中国-北京-北京市-房山区,116.14257,39.74786,Fangshan
通州区,通州,3,10,101149,中国-北京-北京市-通州区,116.65716,39.90966,Tongzhou
顺义区,顺义,3,10,101300,中国-北京-北京市-顺义区,116.65417,40.1302,Shunyi
昌平区,昌平,3,10,102200,中国-北京-北京市-昌平区,116.2312,40.22072,Changping
大兴区,大兴,3,10,102600,中国-北京-北京市-大兴区,116.34149,39.72668,Daxing
怀柔区,怀柔,3,10,101400,中国-北京-北京市-怀柔区,116.63168,40.31602,Huairou
平谷区,平谷,3,10,101200,中国-北京-北京市-平谷区,117.12133,40.14056,Pinggu
密云县,密云,3,10,101500,中国-北京-北京市-密云县,116.84295,40.37618,Miyun
延庆县,延庆,3,10,102100,中国-北京-北京市-延庆县,115.97494,40.45672,Yanqing
天津,天津,1,,,中国-天津,117.190182,39.125596,Tianjin
天津市,天津,2,22,300000,中国-天津-天津市,117.190182,39.125596,Tianjin
和平区,和平,3,22,300041,中国-天津-天津市-和平区,117.21456,39.11718,Heping
河东区,河东,3,22,300171,中国-天津-天津市-河东区,117.22562,39.12318,Hedong
河西区,河西,3,22,300202,中国-天津-天津市-河西区,117.22327,39.10959,Hexi
南开区,南开,3,22,300110,中国-天津-天津市-南开区,117.15074,39.13821,Nankai
河北区,河北,3,22,300143,中国-天津-天津市-河北区,117.19697,39.14816,Hebei
红桥区,红桥,3,22,300131,中国-天津-天津市-红桥区,117.15145,39.16715,Hongqiao
东丽区,东丽,3,22,300300,中国-天津-天津市-东丽区,117.31436,39.0863,Dongli
西青区,西青,3,22,300380,中国-天津-天津市-西青区,117.00927,39.14123,Xiqing
津南区,津南,3,22,300350,中国-天津-天津市-津南区,117.38537,38.99139,Jinnan
北辰区,北辰,3,22,300400,中国-天津-天津市-北辰区,117.13217,39.22131,Beichen
武清区,武清,3,22,301700,中国-天津-天津市-武清区,117.04443,39.38415,Wuqing
宝坻区,宝坻,3,22,301800,中国-天津-天津市-宝坻区,117.3103,39.71761,Baodi
滨海新区,滨海新区,3,22,300451,中国-天津-天津市-滨海新区,117.70162,39.02668,Binhaixinqu
宁河县,宁河,3,22,301500,中国-天津-天津市-宁河县,117.8255,39.33048,Ninghe
静海县,静海,3,22,301600,中国-天津-天津市-静海县,116.97436,38.94582,Jinghai
蓟县,蓟县,3,22,301900,中国-天津-天津市-蓟县,117.40799,40.04567,Jixian
河北省,河北,1,,,中国-河北省,114.502461,38.045474,Hebei
石家庄市,石家庄,2,311,50011,中国-河北省-石家庄市,114.502461,38.045474,Shijiazhuang
长安区,长安,3,311,50011,中国-河北省-石家庄市-长安区,114.53906,38.03665,Chang'an
桥西区,桥西,3,311,50091,中国-河北省-石家庄市-桥西区,114.46977,38.03221,Qiaoxi
新华区,新华,3,311,50051,中国-河北省-石家庄市-新华区,114.46326,38.05088,Xinhua
井陉矿区,井陉矿区,3,311,50100,中国-河北省-石家庄市-井陉矿区,114.06518,38.06705,Jingxingkuangqu
裕华区,裕华,3,311,50031,中国-河北省-石家庄市-裕华区,114.53115,38.00604,Yuhua
藁城区,藁城,3,311,52160,中国-河北省-石家庄市-藁城区,114.84671,38.02162,Gaocheng
鹿泉区,鹿泉,3,311,50200,中国-河北省-石家庄市-鹿泉区,114.31347,38.08782,Luquan
栾城区,栾城,3,311,51430,中国-河北省-石家庄市-栾城区,114.64834,37.90022,Luancheng
井陉县,井陉,3,311,50300,中国-河北省-石家庄市-井陉县,114.14257,38.03688,Jingxing
正定县,正定,3,311,50800,中国-河北省-石家庄市-正定县,114.57296,38.14445,Zhengding
行唐县,行唐,3,311,50600,中国-河北省-石家庄市-行唐县,114.55316,38.43654,Xingtang
灵寿县,灵寿,3,311,50500,中国-河北省-石家庄市-灵寿县,114.38259,38.30845,Lingshou
高邑县,高邑,3,311,51330,中国-河北省-石家庄市-高邑县,114.61142,37.61556,Gaoyi
深泽县,深泽,3,311,52560,中国-河北省-石家庄市-深泽县,115.20358,38.18353,Shenze
赞皇县,赞皇,3,311,51230,中国-河北省-石家庄市-赞皇县,114.38775,37.66135,Zanhuang
无极县,无极,3,311,52460,中国-河北省-石家庄市-无极县,114.97509,38.17653,Wuji
平山县,平山,3,311,50400,中国-河北省-石家庄市-平山县,114.186,38.25994,Pingshan
元氏县,元氏,3,311,51130,中国-河北省-石家庄市-元氏县,114.52539,37.76668,Yuanshi
赵县,赵县,3,311,51530,中国-河北省-石家庄市-赵县,114.77612,37.75628,Zhaoxian
辛集市,辛集,3,311,52360,中国-河北省-石家庄市-辛集市,115.20626,37.94079,Xinji
晋州市,晋州,3,311,52260,中国-河北省-石家庄市-晋州市,115.04348,38.03135,Jinzhou
新乐市,新乐,3,311,50700,中国-河北省-石家庄市-新乐市,114.68985,38.34417,Xinle
唐山市,唐山,2,315,63000,中国-河北省-唐山市,118.175393,39.635113,Tangshan
路南区,路南,3,315,63000,中国-河北省-唐山市-路南区,118.15431,39.62505,Lunan
路北区,路北,3,315,63000,中国-河北省-唐山市-路北区,118.20079,39.62436,Lubei
古冶区,古冶,3,315,63100,中国-河北省-唐山市-古冶区,118.45803,39.71993,Guye
开平区,开平,3,315,63021,中国-河北省-唐山市-开平区,118.26171,39.67128,Kaiping
丰南区,丰南,3,315,63300,中国-河北省-唐山市-丰南区,118.11282,39.56483,Fengnan
丰润区,丰润,3,315,64000,中国-河北省-唐山市-丰润区,118.12976,39.8244,Fengrun
曹妃甸区,曹妃甸,3,315,63200,中国-河北省-唐山市-曹妃甸区,118.460379,39.27307,Caofeidian
滦县,滦县,3,315,63700,中国-河北省-唐山市-滦县,118.70346,39.74056,Luanxian
滦南县,滦南,3,315,63500,中国-河北省-唐山市-滦南县,118.6741,39.5039,Luannan
乐亭县,乐亭,3,315,63600,中国-河北省-唐山市-乐亭县,118.9125,39.42561,Laoting
迁西县,迁西,3,315,64300,中国-河北省-唐山市-迁西县,118.31616,40.14587,Qianxi
玉田县,玉田,3,315,64100,中国-河北省-唐山市-玉田县,117.7388,39.90049,Yutian
遵化市,遵化,3,315,64200,中国-河北省-唐山市-遵化市,117.96444,40.18741,Zunhua
迁安市,迁安,3,315,64400,中国-河北省-唐山市-迁安市,118.70068,39.99833,Qian'an
秦皇岛市,秦皇岛,2,335,66000,中国-河北省-秦皇岛市,119.586579,39.942531,Qinhuangdao
海港区,海港,3,335,66000,中国-河北省-秦皇岛市-海港区,119.61046,39.9345,Haigang
山海关区,山海关,3,335,66200,中国-河北省-秦皇岛市-山海关区,119.77563,39.97869,Shanhaiguan
北戴河区,北戴河,3,335,66100,中国-河北省-秦皇岛市-北戴河区,119.48388,39.83408,Beidaihe
青龙满族自治县,青龙,3,335,66500,中国-河北省-秦皇岛市-青龙满族自治县,118.95242,40.40743,Qinglong
昌黎县,昌黎,3,335,66600,中国-河北省-秦皇岛市-昌黎县,119.16595,39.70884,Changli
抚宁县,抚宁,3,335,66300,中国-河北省-秦皇岛市-抚宁县,119.24487,39.87538,Funing
卢龙县,卢龙,3,335,66400,中国-河北省-秦皇岛市-卢龙县,118.89288,39.89176,Lulong
邯郸市,邯郸,2,310,56002,中国-河北省-邯郸市,114.490686,36.612273,Handan
邯山区,邯山,3,310,56001,中国-河北省-邯郸市-邯山区,114.48375,36.60006,Hanshan
丛台区,丛台,3,310,56002,中国-河北省-邯郸市-丛台区,114.49343,36.61847,Congtai
复兴区,复兴,3,310,56003,中国-河北省-邯郸市-复兴区,114.45928,36.61134,Fuxing
峰峰矿区,峰峰矿区,3,310,56200,中国-河北省-邯郸市-峰峰矿区,114.21148,36.41937,Fengfengkuangqu
邯郸县,邯郸,3,310,56101,中国-河北省-邯郸市-邯郸县,114.53103,36.59385,Handan
临漳县,临漳,3,310,56600,中国-河北省-邯郸市-临漳县,114.6195,36.33461,Linzhang
成安县,成安,3,310,56700,中国-河北省-邯郸市-成安县,114.66995,36.44411,Cheng'an
大名县,大名,3,310,56900,中国-河北省-邯郸市-大名县,115.15362,36.27994,Daming
涉县,涉县,3,310,56400,中国-河北省-邯郸市-涉县,113.69183,36.58072,Shexian
磁县,磁县,3,310,56500,中国-河北省-邯郸市-磁县,114.37387,36.37392,Cixian
肥乡县,肥乡,3,310,57550,中国-河北省-邯郸市-肥乡县,114.79998,36.54807,Feixiang
永年县,永年,3,310,57150,中国-河北省-邯郸市-永年县,114.48925,36.78356,Yongnian
邱县,邱县,3,310,57450,中国-河北省-邯郸市-邱县,115.17407,36.82082,Qiuxian
鸡泽县,鸡泽,3,310,57350,中国-河北省-邯郸市-鸡泽县,114.8742,36.92374,Jize
广平县,广平,3,310,57650,中国-河北省-邯郸市-广平县,114.94653,36.48046,Guangping
馆陶县,馆陶,3,310,57750,中国-河北省-邯郸市-馆陶县,115.29913,36.53719,Guantao
魏县,魏县,3,310,56800,中国-河北省-邯郸市-魏县,114.93518,36.36171,Weixian
曲周县,曲周,3,310,57250,中国-河北省-邯郸市-曲周县,114.95196,36.77671,Quzhou
武安市,武安,3,310,56300,中国-河北省-邯郸市-武安市,114.20153,36.69281,Wu'an
邢台市,邢台,2,319,54001,中国-河北省-邢台市,114.508851,37.0682,Xingtai
桥东区,桥东,3,319,54001,中国-河北省-邢台市-桥东区,114.50725,37.06801,Qiaodong
桥西区,桥西,3,319,54000,中国-河北省-邢台市-桥西区,114.46803,37.05984,Qiaoxi
邢台县,邢台,3,319,54001,中国-河北省-邢台市-邢台县,114.56575,37.0456,Xingtai
临城县,临城,3,319,54300,中国-河北省-邢台市-临城县,114.50387,37.43977,Lincheng
内丘县,内丘,3,319,54200,中国-河北省-邢台市-内丘县,114.51212,37.28671,Neiqiu
柏乡县,柏乡,3,319,55450,中国-河北省-邢台市-柏乡县,114.69332,37.48242,Baixiang
隆尧县,隆尧,3,319,55350,中国-河北省-邢台市-隆尧县,114.77615,37.35351,Longyao
任县,任县,3,319,55150,中国-河北省-邢台市-任县,114.6842,37.12575,Renxian
南和县,南和,3,319,54400,中国-河北省-邢台市-南和县,114.68371,37.00488,Nanhe
宁晋县,宁晋,3,319,55550,中国-河北省-邢台市-宁晋县,114.92117,37.61696,Ningjin
巨鹿县,巨鹿,3,319,55250,中国-河北省-邢台市-巨鹿县,115.03524,37.21801,Julu
新河县,新河,3,319,55650,中国-河北省-邢台市-新河县,115.24987,37.52718,Xinhe
广宗县,广宗,3,319,54600,中国-河北省-邢台市-广宗县,115.14254,37.0746,Guangzong
平乡县,平乡,3,319,54500,中国-河北省-邢台市-平乡县,115.03002,37.06317,Pingxiang
威县,威县,3,319,54700,中国-河北省-邢台市-威县,115.2637,36.9768,Weixian
清河县,清河,3,319,54800,中国-河北省-邢台市-清河县,115.66479,37.07122,Qinghe
临西县,临西,3,319,54900,中国-河北省-邢台市-临西县,115.50097,36.87078,Linxi
南宫市,南宫,3,319,55750,中国-河北省-邢台市-南宫市,115.39068,37.35799,Nangong
沙河市,沙河,3,319,54100,中国-河北省-邢台市-沙河市,114.4981,36.8577,Shahe
保定市,保定,2,312,71052,中国-河北省-保定市,115.482331,38.867657,Baoding
新市区,新市,3,312,71051,中国-河北省-保定市-新市区,115.4587,38.87751,Xinshi
北市区,北市,3,312,71000,中国-河北省-保定市-北市区,115.49715,38.88322,Beishi
南市区,南市,3,312,71001,中国-河北省-保定市-南市区,115.52859,38.85455,Nanshi
满城县,满城,3,312,72150,中国-河北省-保定市-满城县,115.32296,38.94972,Mancheng
清苑县,清苑,3,312,71100,中国-河北省-保定市-清苑县,115.49267,38.76709,Qingyuan
涞水县,涞水,3,312,74100,中国-河北省-保定市-涞水县,115.71517,39.39404,Laishui
阜平县,阜平,3,312,73200,中国-河北省-保定市-阜平县,114.19683,38.84763,Fuping
徐水县,徐水,3,312,72550,中国-河北省-保定市-徐水县,115.65829,39.02099,Xushui
定兴县,定兴,3,312,72650,中国-河北省-保定市-定兴县,115.80786,39.26312,Dingxing
唐县,唐县,3,312,72350,中国-河北省-保定市-唐县,114.98516,38.74513,Tangxian
高阳县,高阳,3,312,71500,中国-河北省-保定市-高阳县,115.7788,38.70003,Gaoyang
容城县,容城,3,312,71700,中国-河北省-保定市-容城县,115.87158,39.0535,Rongcheng
涞源县,涞源,3,312,74300,中国-河北省-保定市-涞源县,114.69128,39.35388,Laiyuan
望都县,望都,3,312,72450,中国-河北省-保定市-望都县,115.1567,38.70996,Wangdu
安新县,安新,3,312,71600,中国-河北省-保定市-安新县,115.93557,38.93532,Anxin
易县,易县,3,312,74200,中国-河北省-保定市-易县,115.4981,39.34885,Yixian
曲阳县,曲阳,3,312,73100,中国-河北省-保定市-曲阳县,114.70123,38.62154,Quyang
蠡县,蠡县,3,312,71400,中国-河北省-保定市-蠡县,115.57717,38.48974,Lixian
顺平县,顺平,3,312,72250,中国-河北省-保定市-顺平县,115.1347,38.83854,Shunping
博野县,博野,3,312,71300,中国-河北省-保定市-博野县,115.47033,38.4564,Boye
雄县,雄县,3,312,71800,中国-河北省-保定市-雄县,116.10873,38.99442,Xiongxian
涿州市,涿州,3,312,72750,中国-河北省-保定市-涿州市,115.98062,39.48622,Zhuozhou
定州市,定州,3,312,73000,中国-河北省-保定市-定州市,114.9902,38.51623,Dingzhou
安国市,安国,3,312,71200,中国-河北省-保定市-安国市,115.32321,38.41391,Anguo
高碑店市,高碑店,3,312,74000,中国-河北省-保定市-高碑店市,115.87368,39.32655,Gaobeidian
张家口市,张家口,2,313,75000,中国-河北省-张家口市,114.884091,40.811901,Zhangjiakou
桥东区,桥东,3,313,75000,中国-河北省-张家口市-桥东区,114.8943,40.78844,Qiaodong
桥西区,桥西,3,313,75061,中国-河北省-张家口市-桥西区,114.86962,40.81945,Qiaoxi
宣化区,宣化,3,313,75100,中国-河北省-张家口市-宣化区,115.06543,40.60957,Xuanhua
下花园区,下花园,3,313,75300,中国-河北省-张家口市-下花园区,115.28744,40.50236,Xiahuayuan
宣化县,宣化,3,313,75100,中国-河北省-张家口市-宣化县,115.15497,40.56618,Xuanhua
张北县,张北,3,313,76450,中国-河北省-张家口市-张北县,114.71432,41.15977,Zhangbei
康保县,康保,3,313,76650,中国-河北省-张家口市-康保县,114.60031,41.85225,Kangbao
沽源县,沽源,3,313,76550,中国-河北省-张家口市-沽源县,115.68859,41.66959,Guyuan
尚义县,尚义,3,313,76750,中国-河北省-张家口市-尚义县,113.97134,41.07782,Shangyi
蔚县,蔚县,3,313,75700,中国-河北省-张家口市-蔚县,114.58892,39.84067,Yuxian
阳原县,阳原,3,313,75800,中国-河北省-张家口市-阳原县,114.15051,40.10361,Yangyuan
怀安县,怀安,3,313,76150,中国-河北省-张家口市-怀安县,114.38559,40.67425,Huai'an
万全县,万全,3,313,76250,中国-河北省-张家口市-万全县,114.7405,40.76694,Wanquan
怀来县,怀来,3,313,75400,中国-河北省-张家口市-怀来县,115.51773,40.41536,Huailai
涿鹿县,涿鹿,3,313,75600,中国-河北省-张家口市-涿鹿县,115.22403,40.37636,Zhuolu
赤城县,赤城,3,313,75500,中国-河北省-张家口市-赤城县,115.83187,40.91438,Chicheng
崇礼县,崇礼,3,313,76350,中国-河北省-张家口市-崇礼县,115.27993,40.97519,Chongli
承德市,承德,2,314,67000,中国-河北省-承德市,117.939152,40.976204,Chengde
双桥区,双桥,3,314,67000,中国-河北省-承德市-双桥区,117.9432,40.97466,Shuangqiao
双滦区,双滦,3,314,67001,中国-河北省-承德市-双滦区,117.74487,40.95375,Shuangluan
鹰手营子矿区,鹰手营子矿区,3,314,67200,中国-河北省-承德市-鹰手营子矿区,117.65985,40.54744,Yingshouyingzikuangqu
承德县,承德,3,314,67400,中国-河北省-承德市-承德县,118.17639,40.76985,Chengde
兴隆县,兴隆,3,314,67300,中国-河北省-承德市-兴隆县,117.50073,40.41709,Xinglong
平泉县,平泉,3,314,67500,中国-河北省-承德市-平泉县,118.70196,41.01839,Pingquan
滦平县,滦平,3,314,68250,中国-河北省-承德市-滦平县,117.33276,40.94148,Luanping
隆化县,隆化,3,314,68150,中国-河北省-承德市-隆化县,117.7297,41.31412,Longhua
丰宁满族自治县,丰宁,3,314,68350,中国-河北省-承德市-丰宁满族自治县,116.6492,41.20481,Fengning
宽城满族自治县,宽城,3,314,67600,中国-河北省-承德市-宽城满族自治县,118.49176,40.60829,Kuancheng
围场满族蒙古族自治县,围场,3,314,68450,中国-河北省-承德市-围场满族蒙古族自治县,117.7601,41.94368,Weichang
沧州市,沧州,2,317,61001,中国-河北省-沧州市,116.857461,38.310582,Cangzhou
新华区,新华,3,317,61000,中国-河北省-沧州市-新华区,116.86643,38.31438,Xinhua
运河区,运河,3,317,61001,中国-河北省-沧州市-运河区,116.85706,38.31352,Yunhe
沧县,沧县,3,317,61000,中国-河北省-沧州市-沧县,116.87817,38.29361,Cangxian
青县,青县,3,317,62650,中国-河北省-沧州市-青县,116.80316,38.58345,Qingxian
东光县,东光,3,317,61600,中国-河北省-沧州市-东光县,116.53668,37.8857,Dongguang
海兴县,海兴,3,317,61200,中国-河北省-沧州市-海兴县,117.49758,38.13958,Haixing
盐山县,盐山,3,317,61300,中国-河北省-沧州市-盐山县,117.23092,38.05647,Yanshan
肃宁县,肃宁,3,317,62350,中国-河北省-沧州市-肃宁县,115.82971,38.42272,Suning
南皮县,南皮,3,317,61500,中国-河北省-沧州市-南皮县,116.70224,38.04109,Nanpi
吴桥县,吴桥,3,317,61800,中国-河北省-沧州市-吴桥县,116.3847,37.62546,Wuqiao
献县,献县,3,317,62250,中国-河北省-沧州市-献县,116.12695,38.19228,Xianxian
孟村回族自治县,孟村,3,317,61400,中国-河北省-沧州市-孟村回族自治县,117.10412,38.05338,Mengcun
泊头市,泊头,3,317,62150,中国-河北省-沧州市-泊头市,116.57824,38.08359,Botou
任丘市,任丘,3,317,62550,中国-河北省-沧州市-任丘市,116.1033,38.71124,Renqiu
黄骅市,黄骅,3,317,61100,中国-河北省-沧州市-黄骅市,117.33883,38.3706,Huanghua
河间市,河间,3,317,62450,中国-河北省-沧州市-河间市,116.0993,38.44549,Hejian
廊坊市,廊坊,2,316,65000,中国-河北省-廊坊市,116.713873,39.529244,Langfang
安次区,安次,3,316,65000,中国-河北省-廊坊市-安次区,116.70308,39.52057,Anci
广阳区,广阳,3,316,65000,中国-河北省-廊坊市-广阳区,116.71069,39.52278,Guangyang
固安县,固安,3,316,65500,中国-河北省-廊坊市-固安县,116.29916,39.43833,Gu'an
永清县,永清,3,316,65600,中国-河北省-廊坊市-永清县,116.50091,39.32069,Yongqing
香河县,香河,3,316,65400,中国-河北省-廊坊市-香河县,117.00634,39.76133,Xianghe
大城县,大城,3,316,65900,中国-河北省-廊坊市-大城县,116.65353,38.70534,Daicheng
文安县,文安,3,316,65800,中国-河北省-廊坊市-文安县,116.45846,38.87325,Wen'an
大厂回族自治县,大厂,3,316,65300,中国-河北省-廊坊市-大厂回族自治县,116.98916,39.88649,Dachang
霸州市,霸州,3,316,65700,中国-河北省-廊坊市-霸州市,116.39154,39.12569,Bazhou
三河市,三河,3,316,65200,中国-河北省-廊坊市-三河市,117.07229,39.98358,Sanhe
衡水市,衡水,2,318,53000,中国-河北省-衡水市,115.665993,37.735097,Hengshui
桃城区,桃城,3,318,53000,中国-河北省-衡水市-桃城区,115.67529,37.73499,Taocheng
枣强县,枣强,3,318,53100,中国-河北省-衡水市-枣强县,115.72576,37.51027,Zaoqiang
武邑县,武邑,3,318,53400,中国-河北省-衡水市-武邑县,115.88748,37.80181,Wuyi
武强县,武强,3,318,53300,中国-河北省-衡水市-武强县,115.98226,38.04138,Wuqiang
饶阳县,饶阳,3,318,53900,中国-河北省-衡水市-饶阳县,115.72558,38.23529,Raoyang
安平县,安平,3,318,53600,中国-河北省-衡水市-安平县,115.51876,38.23388,Anping
故城县,故城,3,318,53800,中国-河北省-衡水市-故城县,115.97076,37.34773,Gucheng
景县,景县,3,318,53500,中国-河北省-衡水市-景县,116.26904,37.6926,Jingxian
阜城县,阜城,3,318,53700,中国-河北省-衡水市-阜城县,116.14431,37.86881,Fucheng
冀州市,冀州,3,318,53200,中国-河北省-衡水市-冀州市,115.57934,37.55082,Jizhou
深州市,深州,3,318,53800,中国-河北省-衡水市-深州市,115.55993,38.00109,Shenzhou
山西省,山西,1,,,中国-山西省,112.549248,37.857014,Shanxi
太原市,太原,2,351,30082,中国-山西省-太原市,112.549248,37.857014,Taiyuan
小店区,小店,3,351,30032,中国-山西省-太原市-小店区,112.56878,37.73565,Xiaodian
迎泽区,迎泽,3,351,30002,中国-山西省-太原市-迎泽区,112.56338,37.86326,Yingze
杏花岭区,杏花岭,3,351,30009,中国-山西省-太原市-杏花岭区,112.56237,37.88429,Xinghualing
尖草坪区,尖草坪,3,351,30023,中国-山西省-太原市-尖草坪区,112.48709,37.94193,Jiancaoping
万柏林区,万柏林,3,351,30024,中国-山西省-太原市-万柏林区,112.51553,37.85923,Wanbailin
晋源区,晋源,3,351,30025,中国-山西省-太原市-晋源区,112.47985,37.72479,Jinyuan
清徐县,清徐,3,351,30400,中国-山西省-太原市-清徐县,112.35888,37.60758,Qingxu
阳曲县,阳曲,3,351,30100,中国-山西省-太原市-阳曲县,112.67861,38.05989,Yangqu
娄烦县,娄烦,3,351,30300,中国-山西省-太原市-娄烦县,111.79473,38.06689,Loufan
古交市,古交,3,351,30200,中国-山西省-太原市-古交市,112.16918,37.90983,Gujiao
大同市,大同,2,352,37008,中国-山西省-大同市,113.295259,40.09031,Datong
城区,城区,3,352,37008,中国-山西省-大同市-城区,113.298,40.07566,Chengqu
矿区,矿区,3,352,37003,中国-山西省-大同市-矿区,113.1772,40.03685,Kuangqu
南郊区,南郊,3,352,37001,中国-山西省-大同市-南郊区,113.14947,40.00539,Nanjiao
新荣区,新荣,3,352,37002,中国-山西省-大同市-新荣区,113.13504,40.25618,Xinrong
阳高县,阳高,3,352,38100,中国-山西省-大同市-阳高县,113.75012,40.36256,Yanggao
天镇县,天镇,3,352,38200,中国-山西省-大同市-天镇县,114.0931,40.42299,Tianzhen
广灵县,广灵,3,352,37500,中国-山西省-大同市-广灵县,114.28204,39.76082,Guangling
灵丘县,灵丘,3,352,34400,中国-山西省-大同市-灵丘县,114.23672,39.44043,Lingqiu
浑源县,浑源,3,352,37400,中国-山西省-大同市-浑源县,113.69552,39.69962,Hunyuan
左云县,左云,3,352,37100,中国-山西省-大同市-左云县,112.70266,40.01336,Zuoyun
大同县,大同,3,352,37300,中国-山西省-大同市-大同县,113.61212,40.04012,Datong
阳泉市,阳泉,2,353,45000,中国-山西省-阳泉市,113.583285,37.861188,Yangquan
城区,城区,3,353,45000,中国-山西省-阳泉市-城区,113.60069,37.8474,Chengqu
矿区,矿区,3,353,45000,中国-山西省-阳泉市-矿区,113.55677,37.86895,Kuangqu
郊区,郊区,3,353,45011,中国-山西省-阳泉市-郊区,113.58539,37.94139,Jiaoqu
平定县,平定,3,353,45200,中国-山西省-阳泉市-平定县,113.65789,37.78601,Pingding
盂县,盂县,3,353,45100,中国-山西省-阳泉市-盂县,113.41235,38.08579,Yuxian
长治市,长治,2,355,46000,中国-山西省-长治市,113.113556,36.191112,Changzhi
城区,城区,3,355,46011,中国-山西省-长治市-城区,113.12308,36.20351,Chengqu
郊区,郊区,3,355,46011,中国-山西省-长治市-郊区,113.12653,36.19918,Jiaoqu
长治县,长治,3,355,47100,中国-山西省-长治市-长治县,113.04791,36.04722,Changzhi
襄垣县,襄垣,3,355,46200,中国-山西省-长治市-襄垣县,113.05157,36.53527,Xiangyuan
屯留县,屯留,3,355,46100,中国-山西省-长治市-屯留县,112.89196,36.31579,Tunliu
平顺县,平顺,3,355,47400,中国-山西省-长治市-平顺县,113.43603,36.20005,Pingshun
黎城县,黎城,3,355,47600,中国-山西省-长治市-黎城县,113.38766,36.50301,Licheng
壶关县,壶关,3,355,47300,中国-山西省-长治市-壶关县,113.207,36.11301,Huguan
长子县,长子,3,355,46600,中国-山西省-长治市-长子县,112.87731,36.12125,Zhangzi
武乡县,武乡,3,355,46300,中国-山西省-长治市-武乡县,112.86343,36.83687,Wuxiang
沁县,沁县,3,355,46400,中国-山西省-长治市-沁县,112.69863,36.75628,Qinxian
沁源县,沁源,3,355,46500,中国-山西省-长治市-沁源县,112.33758,36.50008,Qinyuan
潞城市,潞城,3,355,47500,中国-山西省-长治市-潞城市,113.22888,36.33414,Lucheng
晋城市,晋城,2,356,48000,中国-山西省-晋城市,112.851274,35.497553,Jincheng
城区,城区,3,356,48000,中国-山西省-晋城市-城区,112.85319,35.50175,Chengqu
沁水县,沁水,3,356,48200,中国-山西省-晋城市-沁水县,112.1871,35.69102,Qinshui
阳城县,阳城,3,356,48100,中国-山西省-晋城市-阳城县,112.41485,35.48614,Yangcheng
陵川县,陵川,3,356,48300,中国-山西省-晋城市-陵川县,113.2806,35.77532,Lingchuan
泽州县,泽州,3,356,48012,中国-山西省-晋城市-泽州县,112.83947,35.50789,Zezhou
高平市,高平,3,356,48400,中国-山西省-晋城市-高平市,112.92288,35.79705,Gaoping
朔州市,朔州,2,349,38500,中国-山西省-朔州市,112.433387,39.331261,Shuozhou
朔城区,朔城,3,349,36000,中国-山西省-朔州市-朔城区,112.43189,39.31982,Shuocheng
平鲁区,平鲁,3,349,38600,中国-山西省-朔州市-平鲁区,112.28833,39.51155,Pinglu
山阴县,山阴,3,349,36900,中国-山西省-朔州市-山阴县,112.81662,39.52697,Shanyin
应县,应县,3,349,37600,中国-山西省-朔州市-应县,113.19052,39.55279,Yingxian
右玉县,右玉,3,349,37200,中国-山西省-朔州市-右玉县,112.46902,39.99011,Youyu
怀仁县,怀仁,3,349,38300,中国-山西省-朔州市-怀仁县,113.10009,39.82806,Huairen
晋中市,晋中,2,354,30600,中国-山西省-晋中市,112.736465,37.696495,Jinzhong
榆次区,榆次,3,354,30600,中国-山西省-晋中市-榆次区,112.70788,37.6978,Yuci
榆社县,榆社,3,354,31800,中国-山西省-晋中市-榆社县,112.97558,37.0721,Yushe
左权县,左权,3,354,32600,中国-山西省-晋中市-左权县,113.37918,37.08235,Zuoquan
和顺县,和顺,3,354,32700,中国-山西省-晋中市-和顺县,113.56988,37.32963,Heshun
昔阳县,昔阳,3,354,45300,中国-山西省-晋中市-昔阳县,113.70517,37.61863,Xiyang
寿阳县,寿阳,3,354,45400,中国-山西省-晋中市-寿阳县,113.17495,37.88899,Shouyang
太谷县,太谷,3,354,30800,中国-山西省-晋中市-太谷县,112.55246,37.42161,Taigu
祁县,祁县,3,354,30900,中国-山西省-晋中市-祁县,112.33358,37.3579,Qixian
平遥县,平遥,3,354,31100,中国-山西省-晋中市-平遥县,112.17553,37.1892,Pingyao
灵石县,灵石,3,354,31300,中国-山西省-晋中市-灵石县,111.7774,36.84814,Lingshi
介休市,介休,3,354,32000,中国-山西省-晋中市-介休市,111.91824,37.02771,Jiexiu
运城市,运城,2,359,44000,中国-山西省-运城市,111.003957,35.022778,Yuncheng
